Squad,Year,Rank.x,# Pl.x.x,90s.x.x,SCA,SCA90,PassLive,PassDead,TO,Sh.x,Fld,Def,GCA,GCA90,# Pl.y.x,90s.y.x,Gls,Sh.y,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK.x,PK,PKatt.x,xG,npxG,npxG/Sh,G-xG,np:G-xG,prop_SCA_dead,performance,Rank.y,# Pl.x.y,Poss,90s.x.y,Touches,Def Pen,Def 3rd.x,Mid 3rd.x,Att 3rd.x,Att Pen,Live,Att.x.x,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.x,PrgDist.x,PrgC,1/3.x,CPA,Mis,Dis,Rec,PrgR,# Pl.y.y,90s.y.y,Cmp.x,Att.y.x,Cmp%.x,TotDist.y,PrgDist.y,Ast,xAG,xA,A-xAG,KP,1/3.y,PPA,CrsPA,PrgP,takeons_per_match,prop_def_third,prop_mid_third,prop_att_third,kp_90,crosses_90,PrgP_90,PrgC_90,takeons_attempted_90,def_third_touches_90,mid_third_touches_90,att_third_touches_90,Rank,# Pl.x,MP,Starts,Min,90s.x,GA.x,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt.y,PKA.x,PKsv,PKm,# Pl.y,90s.y,GA.y,PKA.y,FK.y,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp.y,Att.x.y,Cmp%.y,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,# Pl,90s,Tkl,TklW,Def 3rd.y,Mid 3rd.y,Att 3rd.y,Att.y.y,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,opp_90,tkl_90,int_90,tkl_int_90,def_3rd_90,att_3rd_90,save_performance,prop_tkl_w
Benfica,18/19,GR,20,6,132,22,80,15,8,14,9,6,8,1.33,20,6,6,79,30,38,13.17,5,0.08,0.2,18.4,4,0,0,6.2,6.2,0.08,-0.2,-0.2,0.11363636363636363,Underperformed,GR,20,44.3,6,3478,318,1097,1714,722,99,3478,91,56,61.5,35,38.5,2049,10572,5322,106,84,14,80,68,2148,205,20,6,2163,2775,77.9,37500,13917,3,4.7,4.8,-1.7,55,132,39,8,209,15.166666666666666,0.3154111558366878,0.4928119608970673,0.20759056929269695,9.166666666666666,1.3333333333333333,34.833333333333336,17.666666666666668,15.166666666666666,182.83333333333334,285.6666666666667,120.33333333333333,GR,1,6,6,540,6,11,1.83,35,24,68.6,2,1,3,1,16.7,0,0,0,0,1,6,11,0,0,3,0,13.5,0.4,2.5,0.42000000000000004,41,94,43.6,151,19,50.3,38.2,47,1,2.1,7,1.1700000000000002,18.4,20,6,137,95,68,62,7,120,50.8,59,81,17,64,86,223,116,2,7.833333333333333,22.833333333333332,14.333333333333334,37.166666666666664,11.333333333333334,1.1666666666666667,Overperformed,0.6934306569343066
Benfica,19/20,GR,23,6,145,24.17,101,16,8,7,10,3,12,2,23,6,9,82,28,34.1,13.67,4.67,0.1,0.29000000000000004,20.8,7,1,1,8.1,7.3,0.09,0.9,0.7,0.1103448275862069,Overperformed,GR,23,48.5,6,3876,387,1241,1678,991,100,3875,89,47,52.8,42,47.2,2215,11741,6480,106,96,17,104,56,2535,266,23,6,2545,3168,80.3,42740,15761,5,6.3,5.5,-1.3,60,194,44,5,266,14.833333333333334,0.3201754385964912,0.4329205366357069,0.25567595459236325,10,0.8333333333333334,44.333333333333336,17.666666666666668,14.833333333333334,206.83333333333334,279.6666666666667,165.16666666666666,GR,1,6,6,540,6,11,1.83,28,18,64.3,2,1,3,1,16.7,1,1,0,0,1,6,11,1,0,1,1,9.6,0.31,-0.4,-0.07,16,47,34,130,35,22.3,28.6,93,2,2.2,10,1.6700000000000002,14.7,23,6,119,70,60,46,13,149,40.3,89,64,23,41,60,179,138,1,15.5,19.833333333333332,10,29.833333333333332,10,2.1666666666666665,Underperformed,0.5882352941176471
Benfica,21/22,QF,24,10,159,15.9,106,18,9,15,7,4,21,2.1,24,10,13,92,34,37,9.2,3.4,0.13,0.35,16.5,2,1,1,11.8,11,0.13,1.2,1,0.11320754716981132,Overperformed,QF,24,38.9,10,5209,751,2013,2190,1059,157,5208,201,108,53.7,93,46.3,2906,15253,7443,155,124,45,146,101,3102,277,24,10,3125,4035,77.4,55862,21599,10,8.6,5.6,1.4,76,222,45,11,278,20.1,0.38644653484354,0.4204261854482626,0.2033019773468996,7.6,1.1,27.8,15.5,20.1,201.3,219,105.9,QF,1,10,10,900,10,17,1.7,52,35,67.3,3,4,3,5,50,1,0,1,0,1,10,17,0,1,2,1,20.3,0.38,4.3,0.43000000000000005,54,153,35.3,265,50,41.9,36.8,152,4,2.6,5,0.5,13.6,24,10,156,84,103,47,6,186,44.1,104,104,31,73,107,263,215,1,15.2,15.6,10.7,26.3,10.3,0.6,Overperformed,0.5384615384615384
Benfica,22/23,QF,24,10,254,25.4,195,12,18,10,16,3,47,4.7,24,10,25,133,48,36.1,13.3,4.8,0.15000000000000002,0.42000000000000004,17.3,6,5,5,19,15.1,0.12000000000000001,6,4.9,0.047244094488188976,Overperformed,QF,24,52.9,10,6876,588,1981,3199,1777,254,6871,201,99,49.3,85,42.3,4463,22971,11004,187,182,43,155,83,4804,449,24,10,4832,5740,84.2,82686,26948,16,12,12.5,4,103,373,99,18,455,20.1,0.2881035485747528,0.4652414194299011,0.258435136707388,10.3,1.8,45.5,18.7,20.1,198.1,319.9,177.7,QF,1,10,10,900,10,13,1.3,31,18,67.7,6,3,1,2,20,3,3,0,0,1,10,13,3,0,1,0,12.1,0.32,-0.9,-0.09,28,93,30.1,199,42,33.7,33.5,140,6,4.3,11,1.1,14.8,24,10,189,105,80,78,31,189,43.4,107,126,33,93,123,312,160,1,14,18.9,12.3,31.2,8,3.1,Underperformed,0.5555555555555556
Beşiktaş,21/22,GR,26,6,86,14.33,55,12,5,7,6,1,5,0.8300000000000001,26,6,3,48,11,22.9,8,1.83,0.04,0.18,16,1,1,1,6.2,5.4,0.11,-3.2,-3.4,0.13953488372093023,Underperformed,GR,26,44.2,6,3409,434,1210,1647,581,86,3408,125,77,61.6,48,38.4,1719,8959,4483,98,69,23,112,73,2071,177,26,6,2092,2680,78.1,34605,14371,2,5,4.6,-3,37,129,35,12,177,20.833333333333332,0.354942798474626,0.48313288354356115,0.1704312114989733,6.166666666666667,2,29.5,16.333333333333332,20.833333333333332,201.66666666666666,274.5,96.83333333333333,GR,2,6,6,540,6,19,3.17,43,24,62.8,0,0,6,0,0,3,3,0,0,2,6,19,3,0,3,0,16.7,0.32999999999999996,-2.3,-0.38,41,90,45.6,139,31,38.1,33.7,75,7,9.3,13,2.17,23.4,26,6,124,80,79,37,8,145,39.3,88,86,24,62,83,207,98,0,12.5,20.666666666666668,13.833333333333334,34.5,13.166666666666666,1.3333333333333333,Underperformed,0.6451612903225806
Celtic,22/23,GR,22,6,141,23.5,109,10,8,8,3,3,5,0.8300000000000001,22,6,3,82,29,35.4,13.67,4.83,0.04,0.1,18.1,1,0,1,9.2,8.4,0.1,-6.2,-5.4,0.07092198581560284,Underperformed,GR,22,44.2,6,3833,317,1046,1780,1035,141,3832,76,34,44.7,30,39.5,2677,13492,6993,98,76,15,79,69,2708,300,22,6,2714,3217,84.4,47286,16001,1,6.6,7.4,-5.6,63,236,75,24,300,12.666666666666666,0.27289329506913645,0.4643882076702322,0.270023480302635,10.5,4,50,16.333333333333332,12.666666666666666,174.33333333333334,296.6666666666667,172.5,GR,1,6,6,540,6,15,2.5,31,16,58.1,0,2,4,0,0,2,2,0,0,1,6,15,2,0,0,0,13.3,0.4,-1.7,-0.28,7,17,41.2,142,32,9.2,24.5,59,0,0,6,1,19.3,22,6,89,45,35,36,18,81,50.6,40,78,27,51,65,154,84,2,9.833333333333334,14.833333333333334,10.833333333333334,25.666666666666668,5.833333333333333,3,Underperformed,0.5056179775280899
Chelsea,19/20,R16,22,8,228,28.5,158,20,20,20,7,3,21,2.62,22,8,12,124,41,33.1,15.5,5.119999999999999,0.08,0.24000000000000002,16,5,2,3,17.5,15.2,0.13,-5.5,-5.2,0.08771929824561403,Underperformed,R16,22,51.4,8,5160,458,1526,2403,1300,216,5157,191,133,69.6,58,30.4,3174,17493,9170,213,144,60,116,97,3516,354,22,8,3532,4286,82.4,60083,21247,7,12.5,9.5,-5.5,99,227,74,24,355,23.875,0.2957364341085271,0.46569767441860466,0.25193798449612403,12.375,3,44.375,26.625,23.875,190.75,300.375,162.5,R16,2,8,8,720,8,16,2,33,18,54.5,3,2,3,1,12.5,2,1,1,0,2,8,16,1,0,1,2,13.6,0.35,-0.4,-0.05,43,87,49.4,187,38,28.3,31.5,93,5,5.4,11,1.3800000000000001,17.2,22,8,119,62,56,49,14,125,40,75,74,13,61,75,194,143,6,11.625,14.875,9.375,24.25,7,1.75,Underperformed,0.5210084033613446
Chelsea,20/21,W,24,13,263,20.23,210,13,16,10,11,3,42,3.23,24,13,23,140,52,37.1,10.77,4,0.13,0.35,16.5,2,5,6,26,21.3,0.16,-3,-3.3,0.049429657794676805,Underperformed,W,24,51.8,13,8892,834,2640,4241,2085,268,8886,218,135,61.9,83,38.1,5291,24754,12995,254,215,77,208,104,6202,524,24,13,6232,7483,83.3,99615,33624,16,18.8,12.8,-2.8,117,386,107,22,526,16.76923076923077,0.2968960863697706,0.4769455690508322,0.2344804318488529,9,1.6923076923076923,40.46153846153846,19.53846153846154,16.76923076923077,203.07692307692307,326.2307692307692,160.3846153846154,W,2,13,13,1170,13,4,0.31,36,32,88.9,9,3,1,9,69.2,0,0,0,0,2,13,4,0,0,2,0,7.3,0.2,3.3,0.25,48,115,41.7,315,53,24.4,25.1,158,7,4.4,5,0.38,8,24,13,199,127,94,80,25,212,45.8,115,154,42,112,146,345,262,2,12.153846153846153,15.307692307692308,11.23076923076923,26.53846153846154,7.230769230769231,1.9230769230769231,Overperformed,0.6381909547738693
Chelsea,21/22,QF,24,10.3,298,28.84,229,29,12,15,11,2,39,3.77,24,10.3,21,166,54,32.5,16.06,5.23,0.11,0.35,17.2,8,2,2,19,17.4,0.11,2,1.6,0.09731543624161074,Overperformed,QF,24,61,10.3,7885,440,1665,3731,2560,309,7883,195,108,55.4,87,44.6,4657,23506,12819,226,237,39,152,93,5853,568,24,10.3,5889,6826,86.3,93132,29284,15,15.4,16.3,-0.4,134,480,148,19,572,18.932038834951456,0.21116043119847813,0.47317691819911223,0.32466708941027267,13.009708737864077,1.8446601941747571,55.533980582524265,21.941747572815533,18.932038834951456,161.6504854368932,362.2330097087378,248.54368932038832,QF,2,10,10,930,10.3,10,0.97,23,13,60.9,7,1,2,5,50,1,1,0,0,2,10.3,10,1,0,0,0,9.1,0.35,-0.9,-0.09,13,46,28.3,197,43,16.2,33.3,76,1,1.3,9,0.8700000000000001,13,24,10.3,168,95,59,71,38,141,48.9,72,111,19,92,84,252,94,5,7.3786407766990285,16.310679611650485,8.155339805825243,24.466019417475728,5.7281553398058245,3.6893203883495143,Underperformed,0.5654761904761905
Chelsea,22/23,QF,26,10,283,28.3,211,26,11,20,13,2,20,2,26,10,12,152,51,33.6,15.2,5.1,0.07,0.2,16.5,6,2,2,16.2,14.6,0.1,-4.2,-4.6,0.09187279151943463,Underperformed,QF,26,57.3,10,7105,539,1883,3368,1928,272,7103,208,89,42.8,90,43.3,5033,23433,11627,211,220,47,153,91,4985,510,26,10,5015,5977,83.9,83375,27690,7,11.8,13.4,-4.8,115,418,105,16,512,20.8,0.2650246305418719,0.4740323715693174,0.2713581984517945,11.5,1.6,51.2,21.1,20.8,188.3,336.8,192.8,QF,2,10,10,900,10,9,0.9,37,28,75.7,5,1,4,3,30,0,0,0,0,2,10,9,0,0,1,0,10.4,0.31,1.4,0.14,27,87,31,248,53,24.6,27.5,95,7,7.4,12,1.2,22.7,26,10,175,104,81,68,26,174,50,87,136,30,106,93,268,141,1,9.5,17.5,9.3,26.8,8.1,2.6,Overperformed,0.5942857142857143
Club Brugge,18/19,GR,25,6,89,14.83,67,9,5,3,4,1,10,1.6700000000000002,25,6,6,48,15,31.3,8,2.5,0.1,0.32999999999999996,18.7,2,1,1,5.4,4.7,0.1,0.6,0.3,0.10112359550561797,Overperformed,GR,25,40.2,6,3377,363,1035,1660,706,65,3376,51,35,68.6,16,31.4,1840,9162,4791,100,71,10,98,64,2100,220,25,6,2117,2717,77.9,39775,14149,3,3.3,3.3,-0.3,35,172,33,11,223,8.5,0.30648504589872666,0.4915605567071365,0.20906129700917975,5.833333333333333,1.8333333333333333,37.166666666666664,16.666666666666668,8.5,172.5,276.6666666666667,117.66666666666667,GR,2,6,6,540,6,5,0.8300000000000001,22,17,77.3,1,3,2,3,50,0,0,0,0,2,6,5,0,0,1,0,5.9,0.27,0.9,0.15000000000000002,36,105,34.3,118,33,52.5,41.3,81,3,3.7,3,0.5,10.1,25,6,111,60,69,33,9,81,46.9,43,72,13,59,84,195,165,0,13.5,18.5,14,32.5,11.5,1.5,Overperformed,0.5405405405405406
Club Brugge,19/20,GR,22,6,111,18.5,79,11,5,6,9,1,6,1,22,6,4,61,15,24.6,10.17,2.5,0.07,0.27,16.7,3,0,1,7.4,6.6,0.11,-3.4,-2.6,0.0990990990990991,Underperformed,GR,22,41.5,6,3238,354,1077,1315,888,114,3237,99,56,56.6,43,43.4,1957,10172,5187,96,68,25,93,65,1931,277,22,6,1948,2581,75.5,37414,14839,3,4.6,4.9,-1.6,47,173,48,5,280,16.5,0.3326127239036442,0.4061148857319333,0.27424336009882644,7.833333333333333,0.8333333333333334,46.666666666666664,16,16.5,179.5,219.16666666666666,148,GR,1,6,6,540,6,12,2,26,14,53.8,0,3,3,1,16.7,0,0,0,0,1,6,12,0,0,1,0,10.7,0.42000000000000004,-1.3,-0.21000000000000002,45,99,45.5,137,19,46,36.5,82,3,3.7,7,1.1700000000000002,15.2,22,6,115,74,56,39,20,114,45.6,62,61,15,46,65,180,90,3,13.666666666666666,19.166666666666668,10.833333333333334,30,9.333333333333334,3.3333333333333335,Underperformed,0.6434782608695652
Club Brugge,20/21,GR,22,6,93,15.5,70,5,4,8,4,2,13,2.17,22,6,8,54,16,29.6,9,2.67,0.11,0.38,17.2,2,2,2,8.5,6.9,0.15000000000000002,-0.5,-0.9,0.053763440860215055,Underperformed,GR,22,50.2,6,3889,353,1140,1706,1083,111,3887,99,63,63.6,36,36.4,2390,12611,6165,117,94,19,73,62,2644,245,22,6,2661,3324,80.1,48485,16370,4,5.4,6,-1.4,40,213,46,9,250,16.5,0.2931344818719465,0.4386731807662638,0.2784777577783492,6.666666666666667,1.5,41.666666666666664,19.5,16.5,190,284.3333333333333,180.5,GR,2,6,6,540,6,10,1.6700000000000002,28,19,67.9,2,2,2,1,16.7,1,1,0,0,2,6,10,1,1,1,1,8.4,0.29000000000000004,-0.6,-0.1,55,120,45.8,223,28,44.8,45.8,60,3,5,13,2.17,10,22,6,81,51,38,33,10,75,46.7,40,58,19,39,76,157,85,2,10,13.5,12.666666666666666,26.166666666666668,6.333333333333333,1.6666666666666667,Underperformed,0.6296296296296297
Club Brugge,21/22,GR,21,6,106,17.67,77,5,11,6,5,2,9,1.5,21,6,5,61,26,42.6,10.17,4.33,0.08,0.19,16.6,3,0,0,6.1,6.1,0.1,-1.1,-1.1,0.04716981132075472,Underperformed,GR,21,38.8,6,3160,423,1183,1180,829,122,3160,130,83,63.8,47,36.2,1532,8348,4016,83,68,26,98,50,1779,204,21,6,1798,2466,72.9,31468,14027,5,4.5,3.8,0.5,40,129,41,7,208,21.666666666666668,0.37436708860759493,0.37341772151898733,0.26234177215189874,6.666666666666667,1.1666666666666667,34.666666666666664,13.833333333333334,21.666666666666668,197.16666666666666,196.66666666666666,138.16666666666666,GR,1,6,6,540,6,20,3.3299999999999996,47,27,63.8,1,1,4,0,0,3,3,0,0,1,6,20,3,0,0,0,20.4,0.38,0.4,0.07,53,98,54.1,176,19,44.3,35.4,43,4,9.3,13,2.17,16.5,21,6,110,61,59,37,14,105,44.8,58,74,23,51,90,200,81,0,7.166666666666667,18.333333333333332,15,33.333333333333336,9.833333333333334,2.3333333333333335,Overperformed,0.5545454545454546
Club Brugge,22/23,R16,25,8,117,14.629999999999999,79,9,10,5,9,5,15,1.87,25,8,8,67,20,29.9,8.370000000000001,2.5,0.1,0.35,19.3,1,1,2,8,6.4,0.1,0,0.6,0.07692307692307693,Underperformed,R16,25,45.6,8,4651,615,1704,2088,900,105,4649,153,67,43.8,68,44.4,3048,16394,6987,109,77,27,93,70,2949,238,25,8,2998,3805,78.8,57815,20432,7,5.2,4.1,1.8,47,193,39,10,239,19.125,0.3663728230488067,0.44893571274994626,0.1935067727370458,5.875,1.25,29.875,13.625,19.125,213,261,112.5,R16,1,8,8,720,8,11,1.37,45,34,80,3,2,3,5,62.5,3,2,0,1,1,8,11,2,0,0,0,15.1,0.31,4.1,0.51,80,155,51.6,246,30,45.1,37,112,6,5.4,5,0.63,9.6,25,8,113,64,58,40,15,98,48,51,84,30,54,72,185,161,4,14,14.125,9,23.125,7.25,1.875,Overperformed,0.5663716814159292
CSKA Moscow,18/19,GR,22,6,142,23.67,103,15,12,5,7,0,12,2,22,6,8,75,29,38.7,12.5,4.83,0.08,0.21000000000000002,20.2,1,2,2,6.9,5.3,0.07,1.1,0.7,0.1056338028169014,Overperformed,GR,22,44.7,6,3354,407,1147,1468,768,114,3352,94,54,57.4,40,42.6,1560,9147,4843,109,85,21,64,51,2046,218,22,6,2055,2660,77.3,36358,13920,5,4.4,3.6,0.6,66,142,47,7,218,15.666666666666666,0.34197972570065593,0.43768634466308887,0.22898032200357782,11,1.1666666666666667,36.333333333333336,18.166666666666668,15.666666666666666,191.16666666666666,244.66666666666666,128,GR,3,6,6,539,6,9,1.5,39,29,76.9,2,1,3,2,33.3,1,0,1,0,3,6,9,0,0,2,0,14.6,0.35,5.6,0.93,45,154,29.2,153,33,67.3,49.3,108,4,3.7,4,0.6699999999999999,11.7,22,6,104,67,66,31,7,111,34.2,73,76,21,55,62,166,187,3,18,17.333333333333332,10.333333333333334,27.666666666666668,11,1.1666666666666667,Overperformed,0.6442307692307693
Dinamo Zagreb,19/20,GR,21,6,90,15,66,4,9,3,6,2,18,3,21,6,10,49,18,36.7,8.17,3,0.18,0.5,17.4,3,1,1,7.5,6.8,0.14,2.5,2.2,0.044444444444444446,Overperformed,GR,21,35.2,6,2849,369,931,1330,624,100,2848,144,65,45.1,79,54.9,1516,9267,4606,92,91,20,99,50,1486,133,21,6,1503,2108,71.3,24974,10165,9,6.1,4,2.9,38,74,32,8,135,24,0.32678132678132676,0.4668304668304668,0.21902421902421904,6.333333333333333,1.3333333333333333,22.5,15.333333333333334,24,155.16666666666666,221.66666666666666,104,GR,1,6,6,540,6,13,2.17,35,22,68.6,1,2,3,1,16.7,2,2,0,0,1,6,13,2,0,1,0,16.6,0.42000000000000004,3.6,0.6,48,140,34.3,120,20,68.3,45.5,84,2,2.4,3,0.5,9.5,21,6,107,60,56,43,8,98,35.7,63,63,18,45,69,176,136,3,14,17.833333333333332,11.5,29.333333333333332,9.333333333333334,1.3333333333333333,Overperformed,0.5607476635514018
Dinamo Zagreb,22/23,GR,20,6,100,16.67,88,5,0,4,3,0,8,1.33,20,6,4,55,20,36.4,9.17,3.3299999999999996,0.07,0.2,20.3,2,0,0,4.2,4.2,0.08,-0.2,-0.2,0.05,Underperformed,GR,20,46.8,6,3485,538,1444,1430,643,78,3485,89,36,40.4,43,48.3,2216,11635,5843,107,87,15,93,69,2217,194,20,6,2232,2821,79.1,40331,15054,2,3.2,3.3,-1.2,41,129,37,11,194,14.833333333333334,0.4143472022955524,0.4103299856527977,0.18450502152080345,6.833333333333333,1.8333333333333333,32.333333333333336,17.833333333333332,14.833333333333334,240.66666666666666,238.33333333333334,107.16666666666667,GR,1,6,6,540,6,11,1.83,35,25,77.1,1,1,4,1,16.7,3,3,0,0,1,6,11,3,0,0,1,12.5,0.27,2.5,0.41000000000000003,34,110,30.9,177,27,42.4,35.7,101,3,3,3,0.5,10.8,20,6,105,54,60,36,9,99,50.5,49,73,31,42,66,171,127,1,16.833333333333332,17.5,11,28.5,10,1.5,Overperformed,0.5142857142857142
Dortmund,18/19,R16,24,8,173,21.62,138,9,10,8,6,2,18,2.25,24,8,10,93,31,33.3,11.62,3.8699999999999997,0.11,0.32,18.8,2,0,1,12.2,11.5,0.13,-2.2,-1.5,0.05202312138728324,Underperformed,R16,24,60.6,8,6904,418,1656,3659,1641,191,6903,140,80,57.1,59,42.1,4703,22779,11436,170,174,49,138,86,5236,444,24,8,5255,6024,87.2,90388,25808,8,10.6,11.7,-2.6,76,398,73,10,446,17.5,0.2398609501738123,0.5299826187717266,0.2376882966396292,9.5,1.25,55.75,21.25,17.5,207,457.375,205.125,R16,2,8,8,720,8,6,0.75,22,16,72.7,4,1,3,5,62.5,0,0,0,0,2,8,6,0,0,1,0,7.2,0.32999999999999996,1.2,0.15000000000000002,27,78,34.6,219,41,26.5,33.1,99,1,1,6,0.75,14.6,24,8,152,98,57,77,18,117,45.3,64,88,22,66,101,253,129,3,12.375,19,12.625,31.625,7.125,2.25,Overperformed,0.6447368421052632
Dortmund,19/20,R16,24,8,168,21,137,6,7,9,6,3,18,2.25,24,8,10,95,32,33.7,11.870000000000001,4,0.11,0.31,16.9,2,0,1,14.4,13.6,0.15000000000000002,-4.4,-3.6,0.03571428571428571,Underperformed,R16,24,51.8,8,5770,449,1724,2520,1576,215,5769,156,96,61.5,59,37.8,3538,17449,8535,174,149,53,104,83,4135,402,24,8,4169,4921,84.7,70364,22095,9,10.2,10.5,-1.2,74,281,77,12,406,19.5,0.29878682842287696,0.43674176776429807,0.2731369150779896,9.25,1.5,50.75,21.75,19.5,215.5,315,197,R16,1,8,8,720,8,11,1.37,37,25,70.3,4,1,3,2,25,1,0,1,0,1,8,11,0,0,1,0,14.7,0.37,3.7,0.46,15,79,19,197,41,31.5,34,77,4,5.2,9,1.1300000000000001,16,24,8,135,77,76,43,16,153,40.5,91,73,19,54,98,233,125,3,9.625,16.875,12.25,29.125,9.5,2,Overperformed,0.5703703703703704
Dortmund,20/21,QF,26,10,213,21.3,162,12,8,16,12,3,32,3.2,26,10,19,118,49,41.5,11.8,4.9,0.14,0.35,17.9,5,2,2,14.4,12.8,0.11,4.6,4.2,0.056338028169014086,Overperformed,QF,26,49.5,10,7041,695,2112,3099,1884,229,7039,172,94,54.7,78,45.3,4035,21883,11455,178,187,49,144,55,5032,457,26,10,5066,5974,84.8,86899,26915,11,9.9,10.4,1.1,93,430,89,4,463,17.2,0.29995739241585,0.44013634426927994,0.2675756284618662,9.3,0.4,46.3,17.8,17.2,211.2,309.9,188.4,QF,2,10,10,900,10,13,1.3,40,28,75,5,2,3,3,30,3,3,0,0,2,10,13,3,0,2,1,14.9,0.3,2.9,0.29000000000000004,27,96,28.1,250,39,30.4,32.5,150,7,4.7,3,0.3,9.3,26,10,155,89,77,57,21,152,38.8,93,116,34,82,106,261,180,2,15,15.5,10.6,26.1,7.7,2.1,Overperformed,0.5741935483870968
Dortmund,21/22,GR,23,6,154,25.67,111,9,21,7,6,0,18,3,23,6,10,83,27,32.5,13.83,4.5,0.1,0.3,17.3,3,2,2,11.5,9.9,0.12000000000000001,-1.5,-1.9,0.05844155844155844,Underperformed,GR,23,51.8,6,4022,341,1092,1933,1040,155,4020,141,92,65.2,49,34.8,2566,13434,7220,137,97,40,78,59,2735,252,23,6,2759,3376,81.7,45699,15694,8,9.1,7.9,-1.1,64,201,52,10,254,23.5,0.2715067130780706,0.4806066633515664,0.2585778219791149,10.666666666666666,1.6666666666666667,42.333333333333336,22.833333333333332,23.5,182,322.1666666666667,173.33333333333334,GR,1,6,6,540,6,11,1.83,23,12,52.2,3,0,3,2,33.3,1,0,1,0,1,6,11,0,0,0,1,7.9,0.3,-2.1,-0.35,23,42,54.8,141,17,24.1,28,65,2,3.1,6,1,15.8,23,6,108,66,51,45,12,119,44.5,66,76,14,62,61,169,84,1,10.833333333333334,18,10.166666666666666,28.166666666666668,8.5,2,Underperformed,0.6111111111111112
Dortmund,22/23,R16,26,8,169,21.12,130,8,16,10,4,1,21,2.62,26,8,11,97,27,27.8,12.12,3.38,0.11,0.41000000000000003,18.5,4,0,0,10.5,10.5,0.11,0.5,0.5,0.047337278106508875,Overperformed,R16,26,47.9,8,5038,598,1815,2230,1047,162,5038,160,69,43.1,74,46.3,3162,16843,8732,159,124,45,104,71,3365,299,26,8,3388,4123,82.2,57515,19809,10,8.8,7.3,1.2,74,227,57,6,300,20,0.36026200873362446,0.4426359666534339,0.20782056371576021,9.25,0.75,37.5,19.875,20,226.875,278.75,130.875,R16,2,8,8,720,8,7,0.8700000000000001,36,28,83.3,3,3,2,3,37.5,2,1,1,0,2,8,7,1,0,1,0,11,0.26,4,0.5,37,96,38.5,277,30,27.4,29.4,121,6,5,13,1.6300000000000001,20.6,26,8,111,67,53,42,16,116,43.1,66,106,31,75,89,200,136,4,15.125,13.875,11.125,25,6.625,2,Overperformed,0.6036036036036037
Dynamo Kyiv,20/21,GR,22,6,67,11.17,49,5,3,5,3,2,6,1,22,6,4,43,21,48.8,7.17,3.5,0.07,0.14,17.3,2,1,1,6.3,5.6,0.13,-2.3,-2.6,0.07462686567164178,Underperformed,GR,22,42.5,6,3583,457,1449,1542,622,91,3582,60,37,61.7,23,38.3,2124,9875,4948,92,69,18,85,43,2382,180,22,6,2397,2931,81.8,42991,13806,1,3.8,3.7,-2.8,29,145,35,14,180,10,0.4044097125313983,0.4303656154060843,0.17359754395757745,4.833333333333333,2.3333333333333335,30,15.333333333333334,10,241.5,257,103.66666666666667,GR,3,6,6,540,6,13,2.17,40,27,72.5,1,1,4,1,16.7,2,2,0,0,3,6,13,2,0,2,0,16,0.38,3,0.51,26,58,44.8,147,26,27.2,28.1,81,2,2.5,1,0.17,8.5,22,6,87,48,44,35,8,112,33,75,73,16,57,102,189,139,3,13.5,14.5,17,31.5,7.333333333333333,1.3333333333333333,Overperformed,0.5517241379310345
Dynamo Kyiv,21/22,GR,23,6,84,14,58,9,5,4,7,1,2,0.32999999999999996,23,6,1,48,17,35.4,8,2.8299999999999996,0.02,0.06,17.6,2,0,0,4.3,4.3,0.09,-3.3,-3.3,0.10714285714285714,Underperformed,GR,23,41.2,6,3389,486,1411,1293,715,96,3389,77,37,48.1,40,51.9,1730,8816,4542,82,63,18,95,32,2147,173,23,6,2161,2713,79.7,37772,13940,1,3,4,-2,31,123,43,6,175,12.833333333333334,0.41634700501622895,0.38152847447624666,0.21097668928887578,5.166666666666667,1,29.166666666666668,13.666666666666666,12.833333333333334,235.16666666666666,215.5,119.16666666666667,GR,2,6,6,540,6,11,1.83,28,17,64.3,0,1,5,1,16.7,1,1,0,0,2,6,11,1,0,1,0,9.3,0.31,-1.7,-0.29000000000000004,37,102,36.3,178,33,41,40,86,5,5.8,1,0.17,7,23,6,105,54,63,34,8,133,33.8,88,66,21,45,73,178,113,4,14.333333333333334,17.5,12.166666666666666,29.666666666666668,10.5,1.3333333333333333,Underperformed,0.5142857142857142
